Chr_Scaffold	NCBI_ACC	ENS_ACC
scaffold_AADN04009364.1_chrUn	NT_469911.1	AADN04009364.1
scaffold_AADN04009365.1_chrUn	NT_469912.1	AADN04009365.1
scaffold_AADN04009366.1_chrUn	NT_469913.1	AADN04009366.1
scaffold_AADN04009367.1_chrUn	NT_469914.1	AADN04009367.1
scaffold_AADN04009368.1_chrUn	NT_469915.1	AADN04009368.1
scaffold_AADN04009369.1_chrUn	NT_469916.1	AADN04009369.1
scaffold_AADN04009370.1_chrUn	NT_469917.1	AADN04009370.1
scaffold_AADN04009371.1_chrUn	NT_469918.1	AADN04009371.1
scaffold_AADN04009372.1_chrUn	NT_469919.1	AADN04009372.1
scaffold_AADN04000918.1_chrUn	NT_464198.1	AADN04000918.1
scaffold_AADN04009373.1_chrUn	NT_469920.1	AADN04009373.1
scaffold_AADN04009374.1_chrUn	NT_469921.1	AADN04009374.1
scaffold_AADN04009375.1_chrUn	NT_469922.1	AADN04009375.1
scaffold_AADN04009376.1_chrUn	NT_469923.1	AADN04009376.1
scaffold_AADN04009377.1_chrUn	NT_469924.1	AADN04009377.1
scaffold_AADN04009378.1_chrUn	NT_469925.1	AADN04009378.1
scaffold_AADN04009380.1_chrUn	NT_469926.1	AADN04009380.1
scaffold_KQ759552.1_chrUn	NT_464199.1	KQ759552.1
scaffold_AADN04009384.1_chrUn	NT_469927.1	AADN04009384.1
scaffold_AADN04009386.1_chrUn	NT_469928.1	AADN04009386.1
scaffold_AADN04009387.1_chrUn	NT_469929.1	AADN04009387.1
scaffold_AADN04009390.1_chrUn	NT_469930.1	AADN04009390.1
scaffold_AADN04009391.1_chrUn	NT_469931.1	AADN04009391.1
scaffold_AADN04009392.1_chrUn	NT_469932.1	AADN04009392.1
scaffold_AADN04000922.1_chrUn	NT_464200.1	AADN04000922.1
scaffold_AADN04009393.1_chrUn	NT_469933.1	AADN04009393.1
scaffold_AADN04009394.1_chrUn	NT_469934.1	AADN04009394.1
scaffold_AADN04009395.1_chrUn	NT_469935.1	AADN04009395.1
scaffold_AADN04009396.1_chrUn	NT_469936.1	AADN04009396.1
scaffold_AADN04009397.1_chrUn	NT_469937.1	AADN04009397.1
scaffold_AADN04009398.1_chrUn	NT_469938.1	AADN04009398.1
scaffold_AADN04009399.1_chrUn	NT_469939.1	AADN04009399.1
scaffold_AADN04009400.1_chrUn	NT_469940.1	AADN04009400.1
scaffold_AADN04009401.1_chrUn	NT_469941.1	AADN04009401.1
scaffold_AADN04009402.1_chrUn	NT_469942.1	AADN04009402.1
scaffold_AADN04009403.1_chrUn	NT_469943.1	AADN04009403.1
scaffold_AADN04009404.1_chrUn	NT_469944.1	AADN04009404.1
scaffold_AADN04009405.1_chrUn	NT_469945.1	AADN04009405.1
scaffold_AADN04009406.1_chrUn	NT_469946.1	AADN04009406.1
scaffold_AADN04009409.1_chrUn	NT_469947.1	AADN04009409.1
scaffold_KQ759672.1_chrUn	NT_469948.1	KQ759672.1
scaffold_AADN04009413.1_chrUn	NT_469949.1	AADN04009413.1
scaffold_AADN04000923.1_chrUn	NT_464201.1	AADN04000923.1
scaffold_AADN04009414.1_chrUn	NT_469950.1	AADN04009414.1
scaffold_AADN04009416.1_chrUn	NT_469951.1	AADN04009416.1
scaffold_AADN04009417.1_chrUn	NT_469952.1	AADN04009417.1
scaffold_AADN04009418.1_chrUn	NT_469953.1	AADN04009418.1
scaffold_AADN04009420.1_chrUn	NT_469954.1	AADN04009420.1
scaffold_AADN04009422.1_chrUn	NT_469955.1	AADN04009422.1
scaffold_AADN04000924.1_chrUn	NT_464202.1	AADN04000924.1
scaffold_AADN04009424.1_chrUn	NT_469956.1	AADN04009424.1
scaffold_AADN04009425.1_chrUn	NT_469957.1	AADN04009425.1
scaffold_AADN04009426.1_chrUn	NT_469958.1	AADN04009426.1
scaffold_AADN04009428.1_chrUn	NT_469959.1	AADN04009428.1
scaffold_AADN04009429.1_chrUn	NT_469960.1	AADN04009429.1
scaffold_AADN04009433.1_chrUn	NT_469961.1	AADN04009433.1
scaffold_AADN04009434.1_chrUn	NT_469962.1	AADN04009434.1
scaffold_AADN04009435.1_chrUn	NT_469963.1	AADN04009435.1
scaffold_AADN04009436.1_chrUn	NT_469964.1	AADN04009436.1
scaffold_AADN04009437.1_chrUn	NT_469965.1	AADN04009437.1
scaffold_AADN04009438.1_chrUn	NT_469966.1	AADN04009438.1
scaffold_AADN04009440.1_chrUn	NT_469967.1	AADN04009440.1
scaffold_AADN04009441.1_chrUn	NT_469968.1	AADN04009441.1
scaffold_AADN04000927.1_chrUn	NT_464203.1	AADN04000927.1
scaffold_AADN04009443.1_chrUn	NT_469969.1	AADN04009443.1
scaffold_AADN04009444.1_chrUn	NT_469970.1	AADN04009444.1
scaffold_AADN04009445.1_chrUn	NT_469971.1	AADN04009445.1
scaffold_AADN04009446.1_chrUn	NT_469972.1	AADN04009446.1
scaffold_AADN04009448.1_chrUn	NT_469973.1	AADN04009448.1
scaffold_AADN04009451.1_chrUn	NT_469974.1	AADN04009451.1
scaffold_AADN04009452.1_chrUn	NT_469975.1	AADN04009452.1
scaffold_AADN04009453.1_chrUn	NT_469976.1	AADN04009453.1
scaffold_AADN04009455.1_chrUn	NT_469977.1	AADN04009455.1
scaffold_AADN04009456.1_chrUn	NT_469978.1	AADN04009456.1
scaffold_AADN04009457.1_chrUn	NT_469979.1	AADN04009457.1
scaffold_AADN04009459.1_chrUn	NT_469980.1	AADN04009459.1
scaffold_AADN04009461.1_chrUn	NT_469981.1	AADN04009461.1
scaffold_AADN04009462.1_chrUn	NT_469982.1	AADN04009462.1
scaffold_AADN04009463.1_chrUn	NT_469983.1	AADN04009463.1
scaffold_AADN04009464.1_chrUn	NT_469984.1	AADN04009464.1
scaffold_AADN04009467.1_chrUn	NT_469985.1	AADN04009467.1
scaffold_AADN04009468.1_chrUn	NT_469986.1	AADN04009468.1
scaffold_AADN04009469.1_chrUn	NT_469987.1	AADN04009469.1
scaffold_AADN04009470.1_chrUn	NT_469988.1	AADN04009470.1
scaffold_AADN04009471.1_chrUn	NT_469989.1	AADN04009471.1
scaffold_AADN04009472.1_chrUn	NT_469990.1	AADN04009472.1
scaffold_AADN04009473.1_chrUn	NT_469991.1	AADN04009473.1
scaffold_AADN04009474.1_chrUn	NT_469992.1	AADN04009474.1
scaffold_AADN04009476.1_chrUn	NT_469993.1	AADN04009476.1
scaffold_AADN04009478.1_chrUn	NT_469994.1	AADN04009478.1
scaffold_AADN04009480.1_chrUn	NT_469995.1	AADN04009480.1
scaffold_AADN04009481.1_chrUn	NT_469996.1	AADN04009481.1
scaffold_KQ759553.1_chrUn	NT_464204.1	KQ759553.1
scaffold_AADN04009482.1_chrUn	NT_469997.1	AADN04009482.1
scaffold_AADN04009484.1_chrUn	NT_469998.1	AADN04009484.1
scaffold_AADN04009485.1_chrUn	NT_469999.1	AADN04009485.1
scaffold_AADN04009486.1_chrUn	NT_470000.1	AADN04009486.1
scaffold_AADN04009487.1_chrUn	NT_470001.1	AADN04009487.1
scaffold_AADN04009490.1_chrUn	NT_470002.1	AADN04009490.1
scaffold_AADN04009491.1_chrUn	NT_470003.1	AADN04009491.1
scaffold_AADN04009492.1_chrUn	NT_470004.1	AADN04009492.1
scaffold_AADN04009494.1_chrUn	NT_470005.1	AADN04009494.1
scaffold_AADN04009495.1_chrUn	NT_470006.1	AADN04009495.1
scaffold_AADN04009497.1_chrUn	NT_470007.1	AADN04009497.1
scaffold_AADN04009498.1_chrUn	NT_470008.1	AADN04009498.1
scaffold_AADN04009499.1_chrUn	NT_470009.1	AADN04009499.1
scaffold_AADN04009500.1_chrUn	NT_470010.1	AADN04009500.1
scaffold_AADN04009501.1_chrUn	NT_470011.1	AADN04009501.1
scaffold_AADN04000931.1_chrUn	NT_464205.1	AADN04000931.1
scaffold_AADN04009503.1_chrUn	NT_470012.1	AADN04009503.1
scaffold_AADN04009504.1_chrUn	NT_470013.1	AADN04009504.1
scaffold_AADN04009505.1_chrUn	NT_470014.1	AADN04009505.1
scaffold_AADN04009507.1_chrUn	NT_470015.1	AADN04009507.1
scaffold_AADN04009509.1_chrUn	NT_470016.1	AADN04009509.1
scaffold_AADN04009510.1_chrUn	NT_470017.1	AADN04009510.1
scaffold_AADN04009511.1_chrUn	NT_470018.1	AADN04009511.1
scaffold_AADN04009512.1_chrUn	NT_470019.1	AADN04009512.1
scaffold_AADN04009513.1_chrUn	NT_470020.1	AADN04009513.1
scaffold_AADN04009514.1_chrUn	NT_470021.1	AADN04009514.1
scaffold_AADN04009515.1_chrUn	NT_470022.1	AADN04009515.1
scaffold_AADN04009516.1_chrUn	NT_470023.1	AADN04009516.1
scaffold_AADN04009518.1_chrUn	NT_470024.1	AADN04009518.1
scaffold_AADN04000932.1_chrUn	NT_464206.1	AADN04000932.1
scaffold_AADN04009523.1_chrUn	NT_470025.1	AADN04009523.1
scaffold_AADN04009524.1_chrUn	NT_470026.1	AADN04009524.1
scaffold_AADN04009525.1_chrUn	NT_470027.1	AADN04009525.1
scaffold_AADN04009530.1_chrUn	NT_470028.1	AADN04009530.1
scaffold_AADN04009531.1_chrUn	NT_470029.1	AADN04009531.1
scaffold_AADN04009532.1_chrUn	NT_470030.1	AADN04009532.1
scaffold_AADN04000933.1_chrUn	NT_464207.1	AADN04000933.1
scaffold_AADN04009534.1_chrUn	NT_470031.1	AADN04009534.1
scaffold_AADN04009536.1_chrUn	NT_470032.1	AADN04009536.1
scaffold_AADN04009538.1_chrUn	NT_470033.1	AADN04009538.1
scaffold_AADN04009540.1_chrUn	NT_470034.1	AADN04009540.1
scaffold_AADN04009541.1_chrUn	NT_470035.1	AADN04009541.1
scaffold_AADN04009543.1_chrUn	NT_470036.1	AADN04009543.1
scaffold_AADN04009544.1_chrUn	NT_470037.1	AADN04009544.1
scaffold_AADN04009545.1_chrUn	NT_470038.1	AADN04009545.1
scaffold_AADN04009546.1_chrUn	NT_470039.1	AADN04009546.1
scaffold_AADN04009548.1_chrUn	NT_470040.1	AADN04009548.1
scaffold_AADN04009551.1_chrUn	NT_470041.1	AADN04009551.1
scaffold_AADN04009552.1_chrUn	NT_470042.1	AADN04009552.1
scaffold_AADN04009553.1_chrUn	NT_470043.1	AADN04009553.1
scaffold_AADN04009554.1_chrUn	NT_470044.1	AADN04009554.1
scaffold_AADN04009555.1_chrUn	NT_470045.1	AADN04009555.1
scaffold_AADN04009557.1_chrUn	NT_470046.1	AADN04009557.1
scaffold_AADN04009558.1_chrUn	NT_470047.1	AADN04009558.1
scaffold_AADN04009559.1_chrUn	NT_470048.1	AADN04009559.1
scaffold_AADN04009560.1_chrUn	NT_470049.1	AADN04009560.1
scaffold_AADN04009561.1_chrUn	NT_470050.1	AADN04009561.1
scaffold_AADN04009562.1_chrUn	NT_470051.1	AADN04009562.1
scaffold_AADN04009564.1_chrUn	NT_470052.1	AADN04009564.1
scaffold_AADN04009565.1_chrUn	NT_470053.1	AADN04009565.1
scaffold_AADN04009566.1_chrUn	NT_470054.1	AADN04009566.1
scaffold_AADN04009567.1_chrUn	NT_470055.1	AADN04009567.1
scaffold_AADN04009569.1_chrUn	NT_470056.1	AADN04009569.1
scaffold_AADN04000935.1_chrUn	NT_464208.1	AADN04000935.1
scaffold_AADN04009572.1_chrUn	NT_470057.1	AADN04009572.1
scaffold_AADN04009573.1_chrUn	NT_470058.1	AADN04009573.1
scaffold_AADN04009578.1_chrUn	NT_470059.1	AADN04009578.1
scaffold_AADN04009580.1_chrUn	NT_470060.1	AADN04009580.1
scaffold_AADN04009581.1_chrUn	NT_470061.1	AADN04009581.1
scaffold_AADN04009582.1_chrUn	NT_470062.1	AADN04009582.1
scaffold_AADN04009583.1_chrUn	NT_470063.1	AADN04009583.1
scaffold_AADN04009585.1_chrUn	NT_470064.1	AADN04009585.1
scaffold_AADN04009589.1_chrUn	NT_470065.1	AADN04009589.1
scaffold_AADN04009591.1_chrUn	NT_470066.1	AADN04009591.1
scaffold_KQ759554.1_chrUn	NT_464209.1	KQ759554.1
scaffold_AADN04009593.1_chrUn	NT_470067.1	AADN04009593.1
scaffold_AADN04009594.1_chrUn	NT_470068.1	AADN04009594.1
scaffold_AADN04009595.1_chrUn	NT_470069.1	AADN04009595.1
scaffold_AADN04009596.1_chrUn	NT_470070.1	AADN04009596.1
scaffold_AADN04009597.1_chrUn	NT_470071.1	AADN04009597.1
scaffold_AADN04009598.1_chrUn	NT_470072.1	AADN04009598.1
scaffold_AADN04009599.1_chrUn	NT_470073.1	AADN04009599.1
scaffold_AADN04009602.1_chrUn	NT_470074.1	AADN04009602.1
scaffold_AADN04009603.1_chrUn	NT_470075.1	AADN04009603.1
scaffold_AADN04009604.1_chrUn	NT_470076.1	AADN04009604.1
scaffold_AADN04009605.1_chrUn	NT_470077.1	AADN04009605.1
scaffold_AADN04009606.1_chrUn	NT_470078.1	AADN04009606.1
scaffold_AADN04009608.1_chrUn	NT_470079.1	AADN04009608.1
scaffold_AADN04000939.1_chrUn	NT_464210.1	AADN04000939.1
scaffold_AADN04009610.1_chrUn	NT_470080.1	AADN04009610.1
scaffold_AADN04009611.1_chrUn	NT_470081.1	AADN04009611.1
scaffold_AADN04009613.1_chrUn	NT_470082.1	AADN04009613.1
scaffold_AADN04009616.1_chrUn	NT_470083.1	AADN04009616.1
scaffold_AADN04009617.1_chrUn	NT_470084.1	AADN04009617.1
scaffold_AADN04009618.1_chrUn	NT_470085.1	AADN04009618.1
scaffold_AADN04009620.1_chrUn	NT_470086.1	AADN04009620.1
scaffold_AADN04009622.1_chrUn	NT_470087.1	AADN04009622.1
scaffold_AADN04009623.1_chrUn	NT_470088.1	AADN04009623.1
scaffold_AADN04009625.1_chrUn	NT_470089.1	AADN04009625.1
scaffold_AADN04009626.1_chrUn	NT_470090.1	AADN04009626.1
scaffold_AADN04009630.1_chrUn	NT_470091.1	AADN04009630.1
scaffold_AADN04009631.1_chrUn	NT_470092.1	AADN04009631.1
scaffold_AADN04009632.1_chrUn	NT_470093.1	AADN04009632.1
scaffold_AADN04009633.1_chrUn	NT_470094.1	AADN04009633.1
scaffold_AADN04000942.1_chrUn	NT_464211.1	AADN04000942.1
scaffold_AADN04009637.1_chrUn	NT_470095.1	AADN04009637.1
scaffold_AADN04009638.1_chrUn	NT_470096.1	AADN04009638.1
scaffold_AADN04009641.1_chrUn	NT_470097.1	AADN04009641.1
scaffold_AADN04009642.1_chrUn	NT_470098.1	AADN04009642.1
scaffold_AADN04009643.1_chrUn	NT_470099.1	AADN04009643.1
scaffold_AADN04009644.1_chrUn	NT_470100.1	AADN04009644.1
scaffold_AADN04009645.1_chrUn	NT_470101.1	AADN04009645.1
scaffold_AADN04009647.1_chrUn	NT_470102.1	AADN04009647.1
scaffold_AADN04009648.1_chrUn	NT_470103.1	AADN04009648.1
scaffold_AADN04009649.1_chrUn	NT_470104.1	AADN04009649.1
scaffold_AADN04009650.1_chrUn	NT_470105.1	AADN04009650.1
scaffold_AADN04009651.1_chrUn	NT_470106.1	AADN04009651.1
scaffold_AADN04009654.1_chrUn	NT_470107.1	AADN04009654.1
scaffold_AADN04009656.1_chrUn	NT_470108.1	AADN04009656.1
scaffold_AADN04009657.1_chrUn	NT_470109.1	AADN04009657.1
scaffold_AADN04009659.1_chrUn	NT_470110.1	AADN04009659.1
scaffold_AADN04009660.1_chrUn	NT_470111.1	AADN04009660.1
scaffold_AADN04009661.1_chrUn	NT_470112.1	AADN04009661.1
scaffold_AADN04009663.1_chrUn	NT_470113.1	AADN04009663.1
scaffold_AADN04000945.1_chrUn	NT_464212.1	AADN04000945.1
scaffold_AADN04009666.1_chrUn	NT_470114.1	AADN04009666.1
scaffold_AADN04009668.1_chrUn	NT_470115.1	AADN04009668.1
scaffold_AADN04009669.1_chrUn	NT_470116.1	AADN04009669.1
scaffold_AADN04009670.1_chrUn	NT_470117.1	AADN04009670.1
scaffold_AADN04009671.1_chrUn	NT_470118.1	AADN04009671.1
scaffold_AADN04009672.1_chrUn	NT_470119.1	AADN04009672.1
scaffold_AADN04009673.1_chrUn	NT_470120.1	AADN04009673.1
scaffold_AADN04009675.1_chrUn	NT_470121.1	AADN04009675.1
scaffold_AADN04009677.1_chrUn	NT_470122.1	AADN04009677.1
scaffold_AADN04009678.1_chrUn	NT_470123.1	AADN04009678.1
scaffold_AADN04009679.1_chrUn	NT_470124.1	AADN04009679.1
scaffold_AADN04009680.1_chrUn	NT_470125.1	AADN04009680.1
scaffold_AADN04009682.1_chrUn	NT_470126.1	AADN04009682.1
scaffold_AADN04009683.1_chrUn	NT_470127.1	AADN04009683.1
scaffold_AADN04009684.1_chrUn	NT_470128.1	AADN04009684.1
scaffold_AADN04009688.1_chrUn	NT_470129.1	AADN04009688.1
scaffold_AADN04009689.1_chrUn	NT_470130.1	AADN04009689.1
scaffold_AADN04009691.1_chrUn	NT_470131.1	AADN04009691.1
scaffold_AADN04009695.1_chrUn	NT_470132.1	AADN04009695.1
scaffold_AADN04009700.1_chrUn	NT_470133.1	AADN04009700.1
scaffold_AADN04009701.1_chrUn	NT_470134.1	AADN04009701.1
scaffold_AADN04009702.1_chrUn	NT_470135.1	AADN04009702.1
scaffold_AADN04009705.1_chrUn	NT_470136.1	AADN04009705.1
scaffold_AADN04009706.1_chrUn	NT_470137.1	AADN04009706.1
scaffold_AADN04009707.1_chrUn	NT_470138.1	AADN04009707.1
scaffold_AADN04009708.1_chrUn	NT_470139.1	AADN04009708.1
scaffold_AADN04009709.1_chrUn	NT_470140.1	AADN04009709.1
scaffold_AADN04009710.1_chrUn	NT_470141.1	AADN04009710.1
scaffold_AADN04009711.1_chrUn	NT_470142.1	AADN04009711.1
scaffold_AADN04009714.1_chrUn	NT_470143.1	AADN04009714.1
scaffold_AADN04009716.1_chrUn	NT_470144.1	AADN04009716.1
scaffold_AADN04009717.1_chrUn	NT_470145.1	AADN04009717.1
scaffold_AADN04009719.1_chrUn	NT_470146.1	AADN04009719.1
scaffold_AADN04009721.1_chrUn	NT_470147.1	AADN04009721.1
scaffold_AADN04009727.1_chrUn	NT_470148.1	AADN04009727.1
scaffold_AADN04009728.1_chrUn	NT_470149.1	AADN04009728.1
scaffold_AADN04009729.1_chrUn	NT_470150.1	AADN04009729.1
scaffold_AADN04009730.1_chrUn	NT_470151.1	AADN04009730.1
scaffold_AADN04009731.1_chrUn	NT_470152.1	AADN04009731.1
scaffold_AADN04009732.1_chrUn	NT_470153.1	AADN04009732.1
scaffold_AADN04009733.1_chrUn	NT_470154.1	AADN04009733.1
scaffold_AADN04009736.1_chrUn	NT_470155.1	AADN04009736.1
scaffold_AADN04009739.1_chrUn	NT_470156.1	AADN04009739.1
scaffold_AADN04009740.1_chrUn	NT_470157.1	AADN04009740.1
scaffold_AADN04009742.1_chrUn	NT_470158.1	AADN04009742.1
scaffold_AADN04009743.1_chrUn	NT_470159.1	AADN04009743.1
scaffold_AADN04009744.1_chrUn	NT_470160.1	AADN04009744.1
scaffold_AADN04009745.1_chrUn	NT_470161.1	AADN04009745.1
scaffold_AADN04000950.1_chrUn	NT_464213.1	AADN04000950.1
scaffold_AADN04009746.1_chrUn	NT_470162.1	AADN04009746.1
scaffold_AADN04009748.1_chrUn	NT_470163.1	AADN04009748.1
scaffold_AADN04009749.1_chrUn	NT_470164.1	AADN04009749.1
scaffold_AADN04009750.1_chrUn	NT_470165.1	AADN04009750.1
scaffold_AADN04009752.1_chrUn	NT_470166.1	AADN04009752.1
scaffold_AADN04009753.1_chrUn	NT_470167.1	AADN04009753.1
scaffold_AADN04000951.1_chrUn	NT_464214.1	AADN04000951.1
scaffold_AADN04009757.1_chrUn	NT_470168.1	AADN04009757.1
scaffold_AADN04009758.1_chrUn	NT_470169.1	AADN04009758.1
scaffold_AADN04009760.1_chrUn	NT_470170.1	AADN04009760.1
scaffold_AADN04009761.1_chrUn	NT_470171.1	AADN04009761.1
scaffold_AADN04009762.1_chrUn	NT_470172.1	AADN04009762.1
scaffold_AADN04009763.1_chrUn	NT_470173.1	AADN04009763.1
scaffold_AADN04009764.1_chrUn	NT_470174.1	AADN04009764.1
scaffold_AADN04009765.1_chrUn	NT_470175.1	AADN04009765.1
scaffold_AADN04009766.1_chrUn	NT_470176.1	AADN04009766.1
scaffold_AADN04009767.1_chrUn	NT_470177.1	AADN04009767.1
scaffold_AADN04009768.1_chrUn	NT_470178.1	AADN04009768.1
scaffold_AADN04009770.1_chrUn	NT_470179.1	AADN04009770.1
scaffold_AADN04009772.1_chrUn	NT_470180.1	AADN04009772.1
scaffold_AADN04009777.1_chrUn	NT_470181.1	AADN04009777.1
scaffold_AADN04009778.1_chrUn	NT_470182.1	AADN04009778.1
scaffold_AADN04009779.1_chrUn	NT_470183.1	AADN04009779.1
scaffold_AADN04009780.1_chrUn	NT_470184.1	AADN04009780.1
scaffold_AADN04009781.1_chrUn	NT_470185.1	AADN04009781.1
scaffold_AADN04009782.1_chrUn	NT_470186.1	AADN04009782.1
scaffold_AADN04009783.1_chrUn	NT_470187.1	AADN04009783.1
scaffold_AADN04009784.1_chrUn	NT_470188.1	AADN04009784.1
scaffold_AADN04009785.1_chrUn	NT_470189.1	AADN04009785.1
scaffold_AADN04009786.1_chrUn	NT_470190.1	AADN04009786.1
scaffold_AADN04009787.1_chrUn	NT_470191.1	AADN04009787.1
scaffold_AADN04009788.1_chrUn	NT_470192.1	AADN04009788.1
scaffold_AADN04009789.1_chrUn	NT_470193.1	AADN04009789.1
scaffold_AADN04009790.1_chrUn	NT_470194.1	AADN04009790.1
scaffold_AADN04009792.1_chrUn	NT_470195.1	AADN04009792.1
scaffold_AADN04009793.1_chrUn	NT_470196.1	AADN04009793.1
scaffold_AADN04009794.1_chrUn	NT_470197.1	AADN04009794.1
scaffold_AADN04009795.1_chrUn	NT_470198.1	AADN04009795.1
scaffold_AADN04009796.1_chrUn	NT_470199.1	AADN04009796.1
scaffold_AADN04000952.1_chrUn	NT_464215.1	AADN04000952.1
scaffold_AADN04009799.1_chrUn	NT_470200.1	AADN04009799.1
scaffold_AADN04009800.1_chrUn	NT_470201.1	AADN04009800.1
scaffold_AADN04009801.1_chrUn	NT_470202.1	AADN04009801.1
scaffold_AADN04009803.1_chrUn	NT_470203.1	AADN04009803.1
scaffold_AADN04009805.1_chrUn	NT_470204.1	AADN04009805.1
scaffold_AADN04009806.1_chrUn	NT_470205.1	AADN04009806.1
scaffold_AADN04009809.1_chrUn	NT_470206.1	AADN04009809.1
scaffold_AADN04009811.1_chrUn	NT_470207.1	AADN04009811.1
scaffold_AADN04000953.1_chrUn	NT_464216.1	AADN04000953.1
scaffold_AADN04009816.1_chrUn	NT_470208.1	AADN04009816.1
scaffold_AADN04009817.1_chrUn	NT_470209.1	AADN04009817.1
scaffold_AADN04009818.1_chrUn	NT_470210.1	AADN04009818.1
scaffold_AADN04009819.1_chrUn	NT_470211.1	AADN04009819.1
scaffold_AADN04009820.1_chrUn	NT_470212.1	AADN04009820.1
scaffold_AADN04009821.1_chrUn	NT_470213.1	AADN04009821.1
scaffold_AADN04009822.1_chrUn	NT_470214.1	AADN04009822.1
scaffold_AADN04009823.1_chrUn	NT_470215.1	AADN04009823.1
scaffold_AADN04009824.1_chrUn	NT_470216.1	AADN04009824.1
scaffold_AADN04009825.1_chrUn	NT_470217.1	AADN04009825.1
scaffold_AADN04009829.1_chrUn	NT_470218.1	AADN04009829.1
scaffold_AADN04009830.1_chrUn	NT_470219.1	AADN04009830.1
scaffold_AADN04009834.1_chrUn	NT_470220.1	AADN04009834.1
scaffold_AADN04009835.1_chrUn	NT_470221.1	AADN04009835.1
scaffold_AADN04009836.1_chrUn	NT_470222.1	AADN04009836.1
scaffold_AADN04009837.1_chrUn	NT_470223.1	AADN04009837.1
scaffold_AADN04009839.1_chrUn	NT_470224.1	AADN04009839.1
scaffold_AADN04009840.1_chrUn	NT_470225.1	AADN04009840.1
scaffold_AADN04009841.1_chrUn	NT_470226.1	AADN04009841.1
scaffold_AADN04009842.1_chrUn	NT_470227.1	AADN04009842.1
scaffold_AADN04009843.1_chrUn	NT_470228.1	AADN04009843.1
scaffold_AADN04009844.1_chrUn	NT_470229.1	AADN04009844.1
scaffold_AADN04009845.1_chrUn	NT_470230.1	AADN04009845.1
scaffold_AADN04009846.1_chrUn	NT_470231.1	AADN04009846.1
scaffold_AADN04009849.1_chrUn	NT_470232.1	AADN04009849.1
scaffold_AADN04009850.1_chrUn	NT_470233.1	AADN04009850.1
scaffold_AADN04009851.1_chrUn	NT_470234.1	AADN04009851.1
scaffold_AADN04009853.1_chrUn	NT_470235.1	AADN04009853.1
scaffold_AADN04009855.1_chrUn	NT_470236.1	AADN04009855.1
scaffold_AADN04009856.1_chrUn	NT_470237.1	AADN04009856.1
scaffold_AADN04009858.1_chrUn	NT_470238.1	AADN04009858.1
scaffold_AADN04000954.1_chrUn	NT_464217.1	AADN04000954.1
scaffold_AADN04009859.1_chrUn	NT_470239.1	AADN04009859.1
scaffold_AADN04009862.1_chrUn	NT_470240.1	AADN04009862.1
scaffold_AADN04009865.1_chrUn	NT_470241.1	AADN04009865.1
scaffold_AADN04009866.1_chrUn	NT_470242.1	AADN04009866.1
scaffold_AADN04009867.1_chrUn	NT_470243.1	AADN04009867.1
scaffold_AADN04000955.1_chrUn	NT_464218.1	AADN04000955.1
scaffold_AADN04009874.1_chrUn	NT_470244.1	AADN04009874.1
scaffold_AADN04009875.1_chrUn	NT_470245.1	AADN04009875.1
scaffold_AADN04009876.1_chrUn	NT_470246.1	AADN04009876.1
scaffold_AADN04009878.1_chrUn	NT_470247.1	AADN04009878.1
scaffold_KQ759673.1_chrUn	NT_470248.1	KQ759673.1
scaffold_AADN04009882.1_chrUn	NT_470249.1	AADN04009882.1
scaffold_AADN04009883.1_chrUn	NT_470250.1	AADN04009883.1
scaffold_AADN04009884.1_chrUn	NT_470251.1	AADN04009884.1
scaffold_AADN04009886.1_chrUn	NT_470252.1	AADN04009886.1
scaffold_AADN04009887.1_chrUn	NT_470253.1	AADN04009887.1
scaffold_AADN04009888.1_chrUn	NT_470254.1	AADN04009888.1
scaffold_AADN04009890.1_chrUn	NT_470255.1	AADN04009890.1
scaffold_AADN04009892.1_chrUn	NT_470256.1	AADN04009892.1
scaffold_AADN04009895.1_chrUn	NT_470257.1	AADN04009895.1
scaffold_AADN04009896.1_chrUn	NT_470258.1	AADN04009896.1
scaffold_AADN04009898.1_chrUn	NT_470259.1	AADN04009898.1
scaffold_KQ759555.1_chrUn	NT_464219.1	KQ759555.1
scaffold_AADN04009899.1_chrUn	NT_470260.1	AADN04009899.1
scaffold_AADN04009900.1_chrUn	NT_470261.1	AADN04009900.1
